"product_sku","design_number","stock_quantity","category","size","color"
JNE3658-TP-XXL,JNE3658,4,Top,XXL,White
SET279-LC-XXL,SET279,31,Lehenga Choli,XXL,Teal
JNE3658-TP-M,JNE3658,3,Top,M,White
SET435-KR-NP-S,SET435,45,Set,S,Yellow
JNE3866-KR-XXXL,JNE3866,64,Kurta,XXXL,Black
JNE3866-KR-S,JNE3866,85,Kurta,S,Black
JNE3819-KR-XL,JNE3819,2,Kurta,XL,Blue
J0123-TP-L,J0123,2,Top,L,White
JNE3766-KR-M,JNE3766,21,Kurta,M,Grey
BL035-161GOLD,BL035,448,Blouse,FREE,Gold
JNE3787-KR-XS,JNE3787,9,Kurta,XS,Blue
SAR138,SAR138,1,Saree,FREE,Multicolor
NW007-ST-CP-XXL,NW007,18,Night Wear,XXL,White
JNE3852-KR-XXL,JNE3852,33,Kurta,XXL,Wine
SET265-KR-NP-L,SET265,9,Kurta Set,L,Pink
J0178-TP-XS,J0178,2,Top,XS,Multicolor
JNE3721-KR-XL,JNE3721,2,Kurta,XL,Magenta
J0020-SET-XXXL,J0020,3,Set,XXXL,Yellow
BTM006-S,BTM006,1,Bottom,S,Green
JNE3425-KR-XXL,JNE3425,15,Kurta,XXL,Pink
J0005-DR-M,J0005,49,Dress,M,Light Green
J0237-SKD-L,J0237,6,Kurta Set,L,Orange
J0401-DR-XXXL,J0401,2,Dress,XXXL,Yellow
SET336-KR-NP-M,SET336,2,Set,M,Maroon
AN207-PINK-M,AN207,2,Leggings,M,Pink
JNE3805-KR-XXL,JNE3805,116,Kurta,XXL,Green
J0385-KR-XXXL,J0385,20,Kurta,XXXL,Red
J0355-KR-XXL,J0355,6,Kurta,XXL,Blue
MEN5012-KR-XXXL,MEN5012,3,Kurta,XXXL,Blue
JNE3639-TP-M,JNE3639,8,Top,M,Maroon
SET144-KR-NP-XXXL,SET144,33,Kurta Set,XXXL,Pink
JNE3714-KR-L,JNE3714,14,Kurta,L,Teal Green
J0347-SET-XS,J0347,3,Set,XS,Black
J0231-SKD-XL,J0231,18,Kurta Set,XL,Green
JNE3820-KR-XS,JNE3820,16,Kurta,XS,Green
JAN8656-KR-NP-S,JAN8656,9,Set,S,Green
SET311-KR-NP-XXL,SET311,64,Set,XXL,Yellow
JNE3659-TP-M,JNE3659,123,Top,M,Teal
SET415-KR-NP-XXXL,SET415,34,Set,XXXL,Green
JNE3721-KR-S,JNE3721,4,Kurta,S,Magenta
MEN5020-KR-L,MEN5020,3,Kurta,L,Brown
JNE3449-KR-XS,JNE3449,7,Kurta,XS,Black
JNE3635-KR-L,JNE3635,105,Kurta,L,Maroon
JAN8616-TP-L,JAN8616,11,Top,L,Yellow
JNE3708-TU-L,JNE3708,72,Tunic,L,White
PJNE3068-KR-4XL,PJNE3068,25,Kurta,"4XL",Black
JAN8644-TP-S,JAN8644,6,Top,S,Black
SET275-KR-NP-L,SET275,2,Set,L,Blue
JNE3371-KR-M,JNE3371,7,Kurta,M,Light Green
SET326-KR-PP-M,SET326,35,Kurta Set,M,Beige
NW009-ST-CP-XXL,NW009,5,Night Wear,XXL,Turquoise
J0312-KR-XL,J0312,2,Kurta,XL,Multicolor
J0194-DR-XXXL,J0194,2,Dress,XXXL,Green
JNE3404-KR-XS,JNE3404,70,Kurta,XS,Wine
SET014-KR-PP-XXXL,SET014,3,Kurta Set,XXXL,Navy Blue
JNE3818-KR-S,JNE3818,4,Kurta,S,Orange
SET273-KR-NP-XS,SET273,862,Kurta Set,XS,Brown
JNE3885-KR-XL,JNE3885,41,Kurta,XL,Cream
SET302-KR-PP-S,SET302,19,Set,S,Sky Blue
J0078-SET-XS,J0078,17,Kurta Set,XS,Pink
JNE3900-KR-L,JNE3900,28,Kurta,L,Teal
J0133-KR-M,J0133,3,Kurta,M,Maroon
SET437-KR-PP-S,SET437,75,Set,S,Wine
J0306-DR-XXXL,J0306,7,Dress,XXXL,Red
J0230-SKD-XXXL,J0230,26,Kurta Set,XXXL,Blue
SET280-KR-PP-XXXL,SET280,3,Kurta Set,XXXL,Pink
JAN8604-KR-XL,JAN8604,8,Dress,XL,Sky Blue
JAN8657-TP-M,JAN8657,4,Top,M,Brown
NW039-TP-SR-S,NW039,4,Night Wear,S,Yellow
J0043-SET-L,J0043,1,Kurta Set,L,Peach
SET083-KR-PP-S,SET083,6,Kurta Set,S,Navy Blue
JNE3373-KR-XS,JNE3373,32,Kurta,XS,Black
SET327-KR-DPT-XXL,SET327,52,Set,XXL,Black
MEN5011-KR-XXXL,MEN5011,3,Kurta,XXXL,Blue
SAR155,SAR155,30,Saree,FREE,Orange
SET375-KR-NP-L,SET375,8,Set,L,Maroon
NW001-TP-PJ-XXXL,NW001,7,Night Wear,XXXL,Light Pink
J0079-SKD-M,J0079,36,Kurta Set,M,Pink
JNE3456-KR-S,JNE3456,5,Kurta,S,Brown
J0145-SET-XL,J0145,3,Kurta Set,XL,Black
J0073-KR-XXL,J0073,2,Kurta,XXL,Light Blue
MEN5013-KR-M,MEN5013,5,Kurta,M,Maroon
JNE3614-KR-M,JNE3614,76,Kurta,M,Teal Green
JNE3403-KR-XXXL,JNE3403,2,Kurta,XXXL,Maroon
J0305-DR-XL,J0305,2,Dress,XL,Yellow
JNE3872-KR-XXL,JNE3872,92,Kurta,XXL,Navy
JNE3810-KR-S,JNE3810,37,Kurta,S,Black
J0341-DR-XL,J0341,31,Dress,XL,Blue
JNE3689-TU-S,JNE3689,3,Tunic,S,Navy Blue
JNE3445-KR-XXXL,JNE3445,2,Kurta,XXXL,White
SET211-KR-DPT-XXL,SET211,3,Kurta Set,XXL,Teal
SET345-KR-NP-XS,SET345,86,Kurta Set,XS,Pink
SET250-KR-SHA-M,SET250,35,Kurta Set,M,Magenta
JNE3458-KR-XL,JNE3458,5,Kurta,XL,Brown
J0196-TP-XXXL,J0196,3,Top,XXXL,Green
SET257-KR-PP-L,SET257,1,Set,L,Beige
JNE3776-KR-M,JNE3776,6,Kurta,M,Green
JNE3722-KR-XXXL,JNE3722,2,Kurta,XXXL,Navy Blue
J0181-TP-L,J0181,3,Top,L,Pink
SET288-KR-NP-M,SET288,6,Set,M,Grey
JNE3575-KR-XXL,JNE3575,13,Kurta,XXL,Pink
SET338-KR-NP-S,SET338,7,Kurta Set,S,Maroon
J0310-TP-S,J0310,14,Top,S,Multicolor
BTM054-SK-M,BTM054,35,Skirt,M,Black
BL095-M,BL095,34,Blouse,M,Multicolor
BTM058-SHA-S,BTM058,33,Sharara,S,Cream
SAR135,SAR135,7,Saree,FREE,Green
JNE3399-KR-L,JNE3399,94,Kurta,L,Turquoise Blue
J0201-TP-S,J0201,3,Top,S,Teal
J0197-TP-XXXL,J0197,14,Top,XXXL,Blue
JNE3446-KR-S,JNE3446,3,Kurta,S,Grey
JNE2307-KR-572-XL,JNE2307,2,Kurta,XL,Grey
J0328-KR-XS,J0328,1,Kurta,XS,White
SET102-KR-PP-XL,SET102,1,Set,XL,Navy Blue
JNE3655-TP-XXL,JNE3655,35,Top,XXL,Blue
AN212-WHITE-XXL,AN212,12,Leggings,XXL,White
SET334-KR-NP-XXL,SET334,14,Set,XXL,Grey
JNE2014-KR-178-S,JNE2014,16,Kurta,S,Multicolor
BTM029-NP-S,BTM029,1,Pant,S,Beige
JNE3835-KR-S,JNE3835,37,Kurta,S,Black
J0171-DR-XXL,J0171,2,Dress,XXL,Blue
JNE3635-KR-XL,JNE3635,88,Kurta,XL,Maroon
JNE3338-KR-XXL,JNE3338,9,Kurta,XXL,Grey
JNE09210-PINK-SR-JP8101RNV,JNE09210,22,Saree,FREE,Pink
J0247-SKD-XL,J0247,43,Kurta Set,XL,Teal
BL089-XXL,BL089,7,Blouse,XXL,Multicolor
SET408-KR-NP-XXL,SET408,33,Set,XXL,Magenta
CH204-PURPLE-XL,CH204,2,Leggings,XL,Purple
SET191-KR-PP-XXL,SET191,2,Kurta Set,XXL,Navy Blue
JNE3869-DR-S,JNE3869,4,Dress,S,Pink
SET004-KR-SP-S,SET004,19,Kurta Set,S,Grey
J0139-KR-M,J0139,4,Kurta,M,Navy Blue
JNE3421-KR-L,JNE3421,20,Kurta,L,Grey
JNE3855-KR-XXL,JNE3855,9,Kurta,XXL,Green
MEN5014-KR-XXXL,MEN5014,8,Kurta,XXXL,Orange
JNE3395-KR-L,JNE3395,60,Kurta,L,Light Green
SET327-KR-DPT-S,SET327,49,Set,S,Black
JNE3760-KR-S,JNE3760,55,Kurta,S,Teal
JAN8655-DR-XL,JAN8655,7,Dress,XL,Cream
J0080-TP-XS,J0080,2,Top,XS,White
JNE3626-KR-M,JNE3626,2,Kurta,M,Black
JNE3357-KR-L,JNE3357,22,Kurta,L,Yellow
J0265-KR-S,J0265,1,Kurta,S,Blue
SET223-KR-NP-M,SET223,2,Kurta Set,M,Pink
SET249-KR-NP-L,SET249,2,Kurta Set,L,Green
JNE3716-KR-M,JNE3716,109,Kurta,M,Teal
AN209-BIEGE-L,AN209,4,Leggings,L,Beige
JNE3416-KR-M,JNE3416,38,Kurta,M,Brown
BTM033-NP-M,BTM033,1,Pant,M,Turquoise Blue
JNE3665-TP-XXL,JNE3665,5,Top,XXL,Grey
JNE3762-KR-M,JNE3762,72,Kurta,M,Maroon
BL079-87RED,BL079,12,Blouse,FREE,Red
PJNE3439-KR-4XL,PJNE3439,27,Kurta,"4XL",Navy Blue
J0296-DR-L,J0296,2,Dress,L,Off White
JNE3580-DR-XS,JNE3580,3,Dress,XS,Pink
SET221-KR-NP-XXL,SET221,11,Kurta Set,XXL,Mustard
JNE3667-TP-XXL,JNE3667,4,Top,XXL,Mustard
SET128-KR-DH-XS,SET128,63,Set,XS,Beige
SET171-KR-NP-S,SET171,5,Kurta Set,S,Cream
J0400-DR-M,J0400,4,Dress,M,Sea Green
JNE3720-KR-XXXL,JNE3720,78,Kurta,XXXL,Navy Blue
JNE3555-KR-XXL,JNE3555,21,Kurta,XXL,Maroon
J0349-SET-XS,J0349,77,Crop Top With Plazzo,XS,Cream
JNE3821-KR-XS,JNE3821,7,Kurta,XS,Sea Green
J0414-DR-M,J0414,1,Dress,M,Coral Orange
JAN8601-KR-XL,JAN8601,2,Kurta,XL,White
JNE3628-KR-XL,JNE3628,2,Kurta,XL,Brown
JNE3559-KR-XS,JNE3559,13,Kurta,XS,Grey
J0377-SKD-XXL,J0377,1,Set,XXL,Beige
SET446-KR-NP-XL,SET446,38,Set,XL,Teal
J0097-KR-XS,J0097,20,Kurta,XS,Indigo
J0237-SKD-S,J0237,6,Kurta Set,S,Orange
J0281-SKD-S,J0281,155,Kurta Set,S,Light Brown
J0342-TP-S,J0342,151,Top,S,Blue
J0077-SKD-XXXL,J0077,2,Kurta Set,XXXL,Blue
J0158-DR-XXXL,J0158,39,Dress,XXXL,White
SAR095,SAR095,46,Saree,FREE,Blue
JNE3683-TU-S,JNE3683,1,Tunic,S,Pink
SET087-KR-PP-L,SET087,3,Kurta Set,L,Grey
SET431-KR-NP-XXXL,SET431,70,Set,XXXL,Brown
JNE3462-KR-XS,JNE3462,4,Kurta,XS,Mustard
J0096-KR-XXL,J0096,90,Kurta,XXL,Blue
JNE3689-TU-XXL,JNE3689,12,Tunic,XXL,Navy Blue
J0375-SKD-XS,J0375,37,Set,XS,Cream
J0323-CD-L,J0323,2,Cardigan,L,Cream
JNE3608-KR-M,JNE3608,30,Kurta,M,Maroon
J0285-SKD-L,J0285,80,Kurta Set,L,Grey
J0100-DR-XXXL,J0100,42,Dress,XXXL,Green
MEN5019-KR-XL,MEN5019,5,Kurta,XL,Navy Blue
JNE3805-KR-S,JNE3805,106,Kurta,S,Green
JNE3651-TP-M,JNE3651,7,Top,M,Maroon
JNE3489-KR-XL,JNE3489,70,Kurta,XL,Maroon
SET091-KR-NP-L,SET091,1,Set,L,Beige
SET253-KR-NP-M,SET253,11,Kurta Set,M,Black
JNE3338-KR-L,JNE3338,2,Kurta,L,Grey
JNE3753-KR-XS,JNE3753,43,Kurta,XS,Brown
SET303-KR-NP-L,SET303,37,Kurta Set,L,Teal
SET275-KR-NP-XL,SET275,3,Set,XL,Blue
SET299-KR-PP-XXXL,SET299,43,Set,XXXL,Blue
JNE2171-KR-437-XL,JNE2171,4,Kurta,XL,White
JAN8645-DR-XXL,JAN8645,3,Dress,XXL,White
SET214-KR-DPT-XXXL,SET214,2,Kurta Set,XXXL,Mustard
J0207-DR-S,J0207,33,Dress,S,Olive
JNE3729-KR-XS,JNE3729,8,Kurta,XS,Yellow
SET302-KR-PP-XXXL,SET302,9,Set,XXXL,Sky Blue
J0340-TP-M,J0340,40,Top,M,Green
MEN5019-KR-XXL,MEN5019,3,Kurta,XXL,Navy Blue
J0062-DR-XXL,J0062,4,Dress,XXL,Multicolor
J0049-TP-XXL,J0049,2,Top,XXL,Beige
JNE3739-KR-L,JNE3739,15,Kurta,L,Maroon
MEN5009-KR-S,MEN5009,2,Kurta,S,Maroon
JNE3440-KR-M,JNE3440,170,Kurta,M,White
J0011-LCD-XS,J0011,7,Lehenga Choli,XS,Pink
J0435-DR-L,J0435,20,Dress,L,Pink
J0037-KR-XL,J0037,2,Kurta,XL,Sky Blue
J0401-DR-XL,J0401,2,Dress,XL,Yellow
JNE3686-TU-M,JNE3686,2,Tunic,M,White
JNE3828-KR-XXL,JNE3828,1,Kurta,XXL,Navy Blue
SET266-KR-NP-S,SET266,57,Set,S,Black
SAR174,SAR174,7,Saree,FREE,Green
JNE3740-KR-XXL,JNE3740,15,Kurta,XXL,Red
J0179-KR-XXXL,J0179,6,Kurta,XXXL,Multicolor
JNE3850-KR-XL,JNE3850,1,Kurta,XL,Green
JNE3542-KR-S,JNE3542,6,Kurta,S,Cream
JNE2294-KR-A-L,JNE2294,3,Kurta,L,Yellow
JNE3528-KR-XS,JNE3528,1,Kurta,XS,Sea Green
BTM021-XS,BTM021,41,Pant,XS,Navy Blue
JNE3686-TU-S,JNE3686,3,Tunic,S,White
J0260-KR-S,J0260,1,Kurta,S,Green
J0079-SKD-XL,J0079,45,Kurta Set,XL,Pink
BTM043-PP-M,BTM043,2,Palazzo,M,Khaki
J0033-KR-M,J0033,4,Kurta,M,Lemon
JNE3862-TU-S,JNE3862,12,Tunic,S,Maroon
JNE3850-KR-XXL,JNE3850,6,Kurta,XXL,Green
JNE3817-KR-XXXL,JNE3817,1,Kurta,XXXL,Cream
JNE3777-KR-L,JNE3777,7,Kurta,L,Maroon
J0009-SKD-XXXL,J0009,26,Kurta Set,XXXL,Pink
JNE3549-KR-XXXL,JNE3549,3,Kurta,XXXL,Maroon
J0348-SET-L,J0348,7,Set,L,Mustard
JNE3785-KR-M,JNE3785,5,Kurta,M,Coral
JNE3752-KR-XXL,JNE3752,1,Kurta,XXL,Blue
J0329-KR-XL,J0329,26,Kurta,XL,Yellow
JNE2270-KR-487-M,JNE2270,478,Kurta,M,Beige
SET303-KR-NP-S,SET303,5,Kurta Set,S,Teal
J0435-DR-XXXL,J0435,20,Dress,XXXL,Pink
SET280-KR-PP-M,SET280,3,Kurta Set,M,Pink
JNE3896-KR-XXL,JNE3896,14,Kurta,XXL,Wine
JNE3643-TP-S,JNE3643,2,Top,S,Cream
JNE3412-KR-S,JNE3412,54,Kurta,S,Olive
BTM008-XL,BTM008,10,Pant,XL,Grey
SET338-KR-NP-XS,SET338,28,Kurta Set,XS,Maroon
JNE3826-KR-L,JNE3826,19,Kurta,L,Black
JNE3573-KR-XXL,JNE3573,4,Kurta,XXL,Grey
NW038-ST-SR-M,NW038,2,Night Wear,M,Blue
J0081-DR-M,J0081,8,Dress,M,Black
JNE3643-TP-XL,JNE3643,2,Top,XL,Cream
JNE3816-KR-L,JNE3816,5,Kurta,L,Sea Green
J0090-TP-L,J0090,7,Top,L,Red
J0280-SKD-XXL,J0280,71,Kurta Set,XXL,Peach
NW035-ST-CP-S,NW035,13,Night Wear,S,Grey
JNE3643-TP-M,JNE3643,1,Top,M,Cream
JNE3523-KR-XS,JNE3523,19,Kurta,XS,Navy Blue
JNE3530-KR-XL,JNE3530,1,Kurta,XL,Grey
JNE2305-KR-533-XS,JNE2305,173,Kurta,XS,Light Brown
JNE3404-KR-XXL,JNE3404,6,Kurta,XXL,Wine
JNE3835-KR-XXXL,JNE3835,42,Kurta,XXXL,Black
JNE3818-KR-XXXL,JNE3818,4,Kurta,XXXL,Orange
JNE3773-KR-XL,JNE3773,3,Kurta,XL,Grey
J0158-DR-XS,J0158,10,Dress,XS,White
CH206-GREEN-XXL,CH206,2,Leggings,XXL,Green
SET331-KR-NP-XXL,SET331,116,Kurta Set,XXL,Green
JNE3888-KR-L,JNE3888,41,Kurta,L,Multicolor
JNE3429-KR-L,JNE3429,10,Kurta,L,Light Green
J0077-SKD-L,J0077,3,Kurta Set,L,Blue
J0235-SKD-XL,J0235,44,Kurta Set,XL,Rust
JNE3684-TU-XL,JNE3684,2,Tunic,XL,Red
J0151-KR-XXL,J0151,4,Kurta,XXL,Green
BTM055-SK-XXL,BTM055,36,Skirt,XXL,Off White
MEN5016-KR-M,MEN5016,4,Kurta,M,Teal
J0416-DR-M,J0416,1,Dress,M,Pink
JNE3744-TU-XXXL,JNE3744,27,Tunic,XXXL,Navy Blue
SET317-KR-PP-S,SET317,9,Kurta Set,S,Olive Green
J0392-TP-S,J0392,31,Top,S,Rust
J0159-DR-XXL,J0159,1,Dress,XXL,Blue
JNE3457-KR-XL,JNE3457,27,Kurta,XL,Turquoise Blue
SET389-KR-NP-XXXL,SET389,2,Set,XXXL,White
SET184-KR-PP-XS,SET184,10,Kurta Set,XS,Teal
MEN5015-KR-L,MEN5015,11,Kurta,L,Pink
JNE3487-KR-XXL,JNE3487,13,Kurta,XXL,Peach
J0381-SKD-XXL,J0381,29,Set,XXL,Gold
JNE3704-KR-XXXL,JNE3704,2,Kurta,XXXL,Brown
J0027-SET-XL,J0027,1,Set,XL,Turquoise Green
SET130-KR-NP-M,SET130,77,Kurta Set,M,Magenta
SET258-KR-PP-XXL,SET258,1,Kurta Set,XXL,Off White
J0024-KR-S,J0024,176,Kurta,S,Sea Green
JNE3724-KR-M,JNE3724,4,Kurta,M,Pink
CH208-MUSTARD-L,CH208,7,Leggings,L,Mustard
SET396-KR-PP-XXL,SET396,26,Kurta Set,XXL,White
SET303-KR-NP-M,SET303,41,Kurta Set,M,Teal
SET075-KR-DH-XXXL,SET075,1,Kurta Set,XXXL,Pink
J0344-TP-S,J0344,139,Top,S,Navy Blue
JNE3791-DR-XXXL,JNE3791,12,Dress,XXXL,Light Green
JNE3651-TP-S,JNE3651,11,Top,S,Maroon
JNE3761-KR-XS,JNE3761,30,Kurta,XS,Olive Green
JNE3389-KR-M,JNE3389,2,Kurta,M,Blue
JNE3684-TU-L,JNE3684,2,Tunic,L,Red
J0349-SET-XL,J0349,64,Crop Top With Plazzo,XL,Cream
PJNE3568-KR-4XL,PJNE3568,3,Kurta,"4XL",Yellow
SET351-KR-NP-XXL,SET351,11,Set,XXL,Black
J0104-KR-S,J0104,1,Kurta,S,Indigo
J0430-DR-S,J0430,72,Dress,S,Sea Green
SET401-KR-NP-L,SET401,2,Set,L,Black
J0233-SKD-S,J0233,111,Kurta Set,S,Maroon
SET130-KR-NP-XXXL,SET130,7,Kurta Set,XXXL,Magenta
J0385-KR-XS,J0385,30,Kurta,XS,Red
JNE3637-KR-S,JNE3637,53,Kurta,S,Charcoal
JNE2113-KR-381-M,JNE2113,3,Kurta,M,Multicolor
J0092-SET-L,J0092,5,Kurta Set,L,Blue
JNE3869-DR-M,JNE3869,3,Dress,M,Pink
JNE3364-KR-1051-S,JNE3364,150,Kurta,S,Light Green
JNE3891-TP-XS,JNE3891,69,Top,XS,Light Green
JNE3497-KR-L,JNE3497,1,Kurta,L,Grey
JNE3565-KR-XXL,JNE3565,3,Kurta,XXL,Brown
JAN8606-TP-M,JAN8606,5,Top,M,Red
CH205-YELLOW-XL,CH205,5,Leggings,XL,Yellow
JNE3547-KR-XL,JNE3547,66,Kurta,XL,Turquoise Blue
SET184-KR-PP-XXXL,SET184,4,Kurta Set,XXXL,Teal
JNE3261-KR-M,JNE3261,41,Kurta,M,Peach
JNE3468-KR-XXXL,JNE3468,67,Kurta,XXXL,Teal
SET322-KR-SHA-XXXL,SET322,11,Set,XXXL,Maroon
JNE3555-KR-L,JNE3555,20,Kurta,L,Maroon
JNE3834-KR-S,JNE3834,54,Kurta,S,Orange
J0121-TP-S,J0121,3,Top,S,Black
SET263-KR-NP-XL,SET263,5,Kurta Set,XL,Turquoise
J0399-DR-XL,J0399,5,Dress,XL,Rust
J0397-DR-XL,J0397,7,Dress,XL,Red
JNE3807-KR-XL,JNE3807,7,Kurta,XL,Beige
JNE3846-KR-S,JNE3846,20,Kurta,S,Magenta
BL089-S,BL089,3,Blouse,S,Multicolor
JNE3466-KR-XXL,JNE3466,4,Kurta,XXL,Grey
MEN5028-KR-XXXL,MEN5028,4,Kurta,XXXL,Brown
PJNE3252-KR-6XL,PJNE3252,94,Kurta,"6XL",Pink
J0104-KR-XL,J0104,1,Kurta,XL,Indigo
SET364-KR-NP-L,SET364,3,Set,L,Yellow
JNE3533-KR-XL,JNE3533,1,Kurta,XL,Teal
JNE3700-KR-XL,JNE3700,22,Kurta,XL,Green
J0073-KR-S,J0073,2,Kurta,S,Light Blue
JNE3775-KR-S,JNE3775,99,Kurta,S,Teal
BTM058-SHA-L,BTM058,26,Sharara,L,Cream
SET326-KR-PP-XXXL,SET326,29,Kurta Set,XXXL,Beige
SET395-KR-NP-L,SET395,44,Kurta Set,L,Sea Green
JNE3654-TP-M,JNE3654,4,Top,M,Blue
SET128-KR-DH-M,SET128,10,Set,M,Beige
JNE3871-KR-S,JNE3871,103,Kurta,S,Yellow
JNE3845-KR-S,JNE3845,13,Kurta,S,Pink
SET376-KR-NP-XXXL,SET376,30,Set,XXXL,Dark Green
SET097-KR-PP-M,SET097,30,Kurta Set,M,Mustard
JNE3688-TU-XL,JNE3688,39,Tunic,XL,Green
J0261-KR-XL,J0261,2,Kurta,XL,Black
SET338-KR-NP-XL,SET338,8,Kurta Set,XL,Maroon
JNE3636-KR-XXXL,JNE3636,8,Kurta,XXXL,Maroon
JNE3704-KR-S,JNE3704,4,Kurta,S,Brown
JNE3875-KR-L,JNE3875,90,Kurta,L,Green
PJNE2100-KR-6XL,PJNE2100,104,Kurta,"6XL",Teal
JNE3370-KR-S,JNE3370,4,Kurta,S,Red
PJNE1906-KR-4XL,PJNE1906,8,Kurta,"4XL",Black
J0184-KR-XXL,J0184,2,Kurta,XXL,Orange
BL029-78BLACK,BL029,201,Blouse,FREE,Black
BTM027-NP-XL,BTM027,8,Pant,XL,Green
SET462-KR-NP-L,SET462,67,Set,L,Teal
JNE3441-KR-S,JNE3441,53,Kurta,S,Pink
CH202-ORANGE-S,CH202,7,Leggings,S,Orange
SET313-KR-NP-M,SET313,3,Set,M,White
JNE3648-TP-XS,JNE3648,4,Top,XS,Cream
J0235-SKD-XXXL,J0235,47,Kurta Set,XXXL,Rust
J0224-SKD-XXXL,J0224,41,Set,XXXL,Pink
SET227-KR-PP-XXXL,SET227,2,Kurta Set,XXXL,Pink
JNE3830-KR-M,JNE3830,1,Kurta,M,Peach
JNE3391-KR-L,JNE3391,2,Kurta,L,Pink
J0005-DR-XL,J0005,31,Dress,XL,Light Green
JNE3743-TP-L,JNE3743,9,Top,L,Light Green
JNE3500-KR-XXXL,JNE3500,5,Kurta,XXXL,Grey
J0400-DR-XXXL,J0400,15,Dress,XXXL,Sea Green
NW034-TP-PJ-XXL,NW034,6,Night Wear,XXL,Peach
J0006-SET-XXXL,J0006,33,Dress,XXXL,Mustard
SET359-KR-NP-XXXL,SET359,6,Set,XXXL,Navy Blue
J0197-TP-L,J0197,2,Top,L,Blue
SET217-KR-PP-M,SET217,7,Kurta Set,M,Sea Green
NW029-ST-SR-XXXL,NW029,8,Night Wear,XXXL,Grey
SET213-KR-DPT-XXL,SET213,2,Kurta Set,XXL,Grey
JNE2009-KR-310-XXL,JNE2009,2,Kurta,XXL,Brown
J0337-TP-S,J0337,58,Top,S,Mustard
SET378-KR-NP-XS,SET378,1,Set,XS,Blue
SAR152,SAR152,16,Saree,FREE,Pink
NW008-ST-CP-XXXL,NW008,29,Night Wear,XXXL,Off White
BTM005-S,BTM005,347,Pant,S,Black
SET165-KR-PP-L,SET165,4,Kurta Set,L,Blue
JNE3608-KR-L,JNE3608,9,Kurta,L,Maroon
SET225-KR-NP-XS,SET225,9,Kurta,XS,Mustard
JNE3606-KR-S,JNE3606,12,Kurta,S,Beige
JNE3427-KR-XL,JNE3427,5,Kurta,XL,Grey
MEN5021-KR-XXL,MEN5021,7,Kurta,XXL,Orange
JNE3507-KR-XXL,JNE3507,3,Kurta,XXL,Grey
J0166-DR-XXL,J0166,2,Dress,XXL,Pink
SET220-KR-PP-XXL,SET220,7,Kurta Set,XXL,White
JNE3160-KR-XXXL,JNE3160,38,Kurta,XXXL,White
BL036-176GOLD,BL036,45,Blouse,FREE,Gold
BL083-186GOLD,BL083,16,Blouse,FREE,Gold
JNE3605-KR-L,JNE3605,3,Kurta,L,Pink
JNE3390-KR-XXL,JNE3390,2,Kurta,XXL,White
J0241-SKD-XS,J0241,50,Kurta Set,XS,Off White
J0212-DR-S,J0212,33,Dress,S,Green
JNE3823-KR-S,JNE3823,6,Kurta,S,Blue
J0369-SKD-XL,J0369,2,Kurta Set,XL,Grey
J0239-SKD-XL,J0239,5,Kurta Set,XL,Off White
JNE3614-KR-L,JNE3614,57,Kurta,L,Teal Green
NW007-ST-CP-XL,NW007,26,Night Wear,XL,White
JNE3853-KR-L,JNE3853,8,Kurta,L,Magenta
AN201-RED-M,AN201,5,Leggings,M,Red
JNE3671-TU-S,JNE3671,8,Tunic,S,Pink
SET358-KR-NP-XS,SET358,14,Set,XS,Green
J0234-SKD-XXXL,J0234,7,Kurta Set,XXXL,Mustard
J0190-TP-XXXL,J0190,3,Top,XXXL,Blue
J0193-SET-S,J0193,1,Kurta Set,S,Mustard
SET211-KR-DPT-XL,SET211,1,Kurta Set,XL,Teal
SET389-KR-NP-XXL,SET389,5,Set,XXL,White
SET165-KR-PP-XL,SET165,4,Kurta Set,XL,Blue
J0225-SKD-XXL,J0225,36,Set,XXL,Blue
JNE3834-KR-M,JNE3834,41,Kurta,M,Orange
J0012-SKD-M,J0012,57,Kurta Set,M,Green
JNE3698-KR-M,JNE3698,3,Kurta,M,White
JNE3652-TP-XS,JNE3652,2,Top,XS,Off White
JNE3261-KR-XXL,JNE3261,38,Kurta,XXL,Peach
JNE3795-KR-XXL,JNE3795,151,Kurta,XXL,Blue
SET310-KR-NP-XXL,SET310,13,Set,XXL,Green
JNE3789-KR-L,JNE3789,42,Kurta,L,Teal
J0192-TP-XL,J0192,5,Top,XL,Navy Blue
JNE3770-KR-XXXL,JNE3770,62,Kurta,XXXL,Blue
JNE3531-KR-XXXL,JNE3531,3,Kurta,XXXL,Cream
SET266-KR-NP-XXXL,SET266,53,Set,XXXL,Black
JNE3637-KR-L,JNE3637,2,Kurta,L,Charcoal
J0111-TP-XL,J0111,7,Top,XL,Green
JNE3880-DR-S,JNE3880,42,Dress,S,Peach
JNE3453-KR-XS,JNE3453,3,Kurta,XS,Yellow
JNE3453-KR-L,JNE3453,43,Kurta,L,Yellow
JNE3428-KR-L,JNE3428,1,Kurta,L,Dark Blue
JNE3395-KR-XL,JNE3395,60,Kurta,XL,Light Green
JNE3870-DR-S,JNE3870,3,Dress,S,Orange
JNE3615-KR-L,JNE3615,91,Kurta,L,Navy Blue
SET128-KR-DH-XL,SET128,4,Set,XL,Beige
PJNE2171-KR-5XL,PJNE2171,43,Kurta,"5XL",White
BTM032-NP-XXXL,BTM032,1,Pant,XXXL,Pink
